SMSA	Coverage	DTC	Age	Years	Specialty	Subscribe	Num Hospital	Conference	Practice Size	Visits	Program	Details Nosorr	Details Paenex	Details Other	Total Details	Mention Nosor	Minutes Nosorr	Samples Nosorr	Samples Paenex	Samples Other	Rx Nosorr	Rx Paenex	Rx Other	TotalRx	TherDays Nosorr	TherDays Paenex	TherDays Other	
Augusta	0.9399999999999999	3	41	3	GP	NO	0	NO	2	243	YES	2	3	5	10	7	18	55	97	50	38	37	84	159	325	314	745	
Augusta	0.9399999999999999	3	36	5	PD	YES	5	YES	7	349	NO	5	4	5	14	15	33	79	147	50	56	30	25	111	344	202	172	
Augusta	0.9399999999999999	3	64	39	PD	YES	2	NO	2	193	YES	4	2	3	9	15	56	80	52	23	22	15	44	81	155	119	267	
Augusta	0.9399999999999999	3	32	0	GP	NO	5	NO	4	315	NO	4	3	5	12	10	33	88	77	35	96	72	62	230	934	630	555	
Augusta	0.9399999999999999	3	33	5	RH	NO	1	NO	2	448	YES	2	1	4	7	10	24	37	30	40	73	44	187	304	1381	825	3639	
Augusta	0.9399999999999999	3	40	16	RH	NO	3	NO	7	581	NO	4	3	10	17	10	42	70	101	125	77	112	269	458	1450	2407	5373	
Augusta	0.9399999999999999	3	37	4	RH	NO	2	YES	4	619	YES	3	5	7	15	3	8	62	168	70	201	157	314	672	3796	3079	5973	
Augusta	0.9399999999999999	3	51	15	PD	YES	4	YES	3	136	NO	2	3	3	8	4	13	35	95	28	13	16	11	40	91	64	48	
Augusta	0.9399999999999999	3	37	13	PD	NO	1	NO	4	224	YES	2	3	4	9	6	7	54	99	36	17	14	60	91	104	86	348	
Augusta	0.9399999999999999	3	32	7	RH	NO	3	YES	6	600	YES	5	5	11	21	16	51	88	162	125	55	107	151	313	1157	1993	2756	
Augusta	0.9399999999999999	3	33	13	GP	YES	5	YES	4	300	NO	4	4	4	12	15	46	60	131	45	153	64	59	276	1382	554	554	
Augusta	0.9399999999999999	3	57	35	GP	YES	4	YES	3	323	NO	2	4	8	14	7	14	44	135	65	26	48	82	156	269	415	762	
Augusta	0.9399999999999999	3	35	3	RH	NO	4	YES	3	457	YES	8	5	8	21	20	54	139	144	73	122	128	70	320	2274	2417	1245	
Augusta	0.9399999999999999	3	63	33	PD	NO	1	NO	6	265	YES	2	4	4	10	9	28	49	120	35	27	36	51	114	142	176	320	
