SMSA	Coverage	DTC	Age	Years	Specialty	Subscribe	Num Hospital	Conference	Practice Size	Visits	Program	Details Nosorr	Details Paenex	Details Other	Total Details	Mention Nosor	Minutes Nosorr	Samples Nosorr	Samples Paenex	Samples Other	Rx Nosorr	Rx Paenex	Rx Other	TotalRx	TherDays Nosorr	TherDays Paenex	TherDays Other	
Lorain	0.98	3	32	0	GP	NO	5	YES	3	264	NO	4	3	7	14	21	75	68	83	64	34	36	67	137	311	370	649	
Lorain	0.98	3	41	10	RH	NO	5	YES	2	328	YES	3	2	5	10	9	26	53	62	53	70	82	55	207	1328	1545	1015	
Lorain	0.98	3	49	22	GP	NO	0	NO	3	238	YES	2	5	2	9	8	25	48	117	15	35	58	30	123	347	485	259	
Lorain	0.98	3	33	5	PD	NO	0	NO	2	143	YES	3	2	3	8	5	10	57	56	18	7	17	5	29	54	110	30	
Lorain	0.98	3	54	25	GP	YES	5	YES	3	372	NO	4	3	5	12	15	32	65	112	64	89	82	58	229	827	725	464	
Lorain	0.98	3	54	20	PD	NO	5	YES	8	336	NO	6	4	6	16	19	57	124	130	66	81	76	35	192	554	493	206	
Lorain	0.98	3	55	20	GP	YES	5	YES	3	327	NO	3	5	4	12	11	44	56	149	41	55	59	69	183	525	536	600	
Lorain	0.98	3	47	20	PD	NO	3	YES	5	271	YES	5	4	2	11	21	55	114	119	29	43	50	20	113	247	335	135	
Lorain	0.98	3	45	19	PD	YES	5	YES	6	217	NO	4	2	6	12	14	36	82	73	63	40	15	37	92	214	116	222	
Lorain	0.98	3	32	0	GP	NO	5	YES	3	255	NO	4	3	7	14	11	30	85	95	63	20	55	55	130	167	472	528	
Lorain	0.98	3	54	28	GP	YES	5	YES	5	355	YES	3	3	3	9	14	44	53	111	38	64	81	38	183	578	699	299	
Lorain	0.98	3	59	39	GP	YES	3	NO	7	445	YES	7	6	7	20	23	58	145	200	80	131	154	68	353	1214	1376	685	
Lorain	0.98	3	62	18	RH	YES	4	NO	3	566	YES	9	4	8	21	25	66	171	138	85	129	101	144	374	2297	2173	2794	
Lorain	0.98	3	64	32	RH	NO	3	YES	4	526	YES	5	5	9	19	18	46	96	145	117	110	123	154	387	2037	2453	2935	
Lorain	0.98	3	62	41	GP	NO	5	NO	4	245	NO	4	3	8	15	15	36	85	101	72	29	24	47	100	300	219	382	
Lorain	0.98	3	54	25	PD	YES	5	YES	6	282	NO	3	4	5	12	12	39	54	115	63	23	32	53	108	96	197	361	
Lorain	0.98	3	46	21	RH	YES	4	NO	5	552	YES	5	3	11	19	17	42	93	78	120	92	108	139	339	1722	1894	2670	
Lorain	0.98	3	56	20	RH	YES	5	YES	3	518	NO	2	3	10	15	7	17	40	75	115	76	108	186	370	1384	2091	3534	
Lorain	0.98	3	34	11	RH	NO	5	YES	3	493	YES	3	9	9	21	10	32	55	301	96	65	100	135	300	1221	1813	2613	
Lorain	0.98	3	59	29	RH	NO	3	YES	9	624	NO	1	2	8	11	4	13	23	60	75	125	104	216	445	2437	1848	4078	
Vallejo	0.85	1	33	7	GP	NO	1	NO	3	346	YES	5	3	3	11	25	73	96	83	26	80	52	55	187	746	402	482	
Vallejo	0.85	1	42	19	RH	YES	3	NO	5	581	YES	4	5	8	17	15	33	79	145	91	84	101	191	376	1560	1868	3458	
Vallejo	0.85	1	54	24	RH	NO	2	NO	2	490	YES	5	8	6	19	7	23	122	234	61	151	170	81	402	2896	3168	1564	
Vallejo	0.85	1	40	20	RH	NO	1	NO	6	618	YES	8	6	7	21	28	71	170	163	100	227	122	131	480	4220	2528	2452	
Vallejo	0.85	1	51	25	PD	YES	3	YES	4	227	YES	2	5	4	11	8	20	43	135	37	32	27	27	86	197	164	156	
Vallejo	0.85	1	60	36	GP	YES	4	NO	2	158	NO	2	2	2	6	7	18	46	63	23	42	27	58	127	357	206	454	
Vallejo	0.85	1	59	30	RH	NO	5	YES	1	369	NO	2	3	7	12	6	16	45	109	63	48	140	141	329	949	2683	2874	
Vallejo	0.85	1	42	18	PD	YES	0	NO	4	238	YES	2	3	3	8	6	16	44	119	24	27	34	19	80	142	219	135	
Vallejo	0.85	1	42	16	PD	NO	2	NO	2	137	NO	1	1	4	6	1	2	25	45	46	18	17	28	63	84	103	164	
Vallejo	0.85	1	36	16	GP	NO	2	YES	3	285	YES	4	3	4	11	10	29	92	88	37	69	89	47	205	599	827	463	
Vallejo	0.85	1	48	22	PD	YES	2	NO	3	177	YES	2	4	3	9	12	33	40	143	24	15	13	15	43	64	76	87	
Vallejo	0.85	1	64	38	GP	YES	2	YES	3	211	YES	4	1	2	7	16	51	69	29	14	91	76	55	222	816	654	447	
Vallejo	0.85	1	46	17	PD	YES	3	NO	2	185	YES	4	2	4	10	5	10	90	57	33	19	17	29	65	125	85	229	
Vallejo	0.85	1	53	26	GP	NO	2	NO	3	266	YES	5	1	4	10	19	52	111	21	39	70	19	42	131	639	180	406	
Vallejo	0.85	1	51	23	GP	YES	5	YES	3	265	NO	3	2	5	10	10	34	70	57	46	57	40	77	174	531	333	686	
Vallejo	0.85	1	42	12	PD	NO	5	YES	6	241	NO	2	5	2	9	9	25	19	189	23	41	38	44	123	248	234	245	
Vallejo	0.85	1	60	35	RH	NO	5	YES	5	472	YES	8	5	7	20	25	73	191	148	73	189	74	65	328	3511	1404	1251	
Vallejo	0.85	1	56	36	RH	YES	2	NO	2	497	NO	4	6	9	19	10	34	91	196	97	101	85	117	303	2082	1567	2315	
Vallejo	0.85	1	60	32	PD	NO	5	NO	1	131	NO	2	2	2	6	9	28	35	69	29	12	22	9	43	47	163	42	
Vallejo	0.85	1	42	15	PD	NO	4	YES	6	237	YES	3	3	3	9	6	17	58	82	32	31	38	46	115	183	244	342	
Hunterdon	0.77	2	45	18	PD	NO	5	YES	9	363	NO	5	6	7	18	13	53	113	182	78	59	60	38	157	328	352	246	
Hunterdon	0.77	2	61	40	GP	YES	5	YES	6	356	NO	5	2	2	9	16	51	103	56	35	145	68	76	289	1299	599	600	
Hunterdon	0.77	2	31	0	GP	YES	3	YES	1	266	YES	2	3	6	11	3	13	42	93	60	98	53	47	198	867	471	455	
Hunterdon	0.77	2	49	22	GP	NO	5	YES	4	324	YES	6	2	9	17	20	58	117	57	67	75	21	109	205	662	176	945	
Hunterdon	0.77	2	50	27	PD	YES	4	YES	4	202	NO	2	2	3	7	7	21	32	56	28	22	32	17	71	149	197	96	
Hunterdon	0.77	2	59	32	PD	YES	5	NO	5	224	NO	2	2	5	9	12	31	48	69	50	59	44	30	133	319	226	161	
Hunterdon	0.77	2	30	0	RH	YES	5	YES	5	556	NO	6	4	11	21	16	46	149	107	91	144	140	188	472	2516	2699	3479	
Hunterdon	0.77	2	38	11	GP	YES	3	NO	2	189	NO	4	3	5	12	11	30	82	94	46	38	41	43	122	335	442	366	
Hunterdon	0.77	2	63	31	RH	NO	4	YES	4	497	YES	9	5	10	24	27	92	203	165	129	100	79	115	294	1806	1486	2171	
Hunterdon	0.77	2	55	23	GP	NO	5	YES	5	297	YES	3	4	5	12	9	28	62	128	56	37	40	43	120	251	350	392	
Hunterdon	0.77	2	34	0	GP	NO	5	YES	3	232	NO	2	2	5	9	5	15	41	48	45	33	63	34	130	298	546	330	
Hunterdon	0.77	2	44	19	GP	YES	1	NO	1	154	YES	1	4	2	7	3	11	23	117	22	20	23	20	63	172	152	163	
Hunterdon	0.77	2	38	9	RH	NO	2	NO	2	368	NO	8	3	7	18	24	73	155	80	72	137	65	88	290	2533	1272	1682	
Hunterdon	0.77	2	42	21	GP	YES	4	NO	5	377	YES	4	4	8	16	11	34	96	126	86	138	62	78	278	1264	609	747	
Hunterdon	0.77	2	51	20	PD	YES	5	YES	6	278	YES	4	1	3	8	19	66	78	24	30	36	21	28	85	232	93	188	
Hunterdon	0.77	2	46	19	RH	YES	3	NO	9	754	YES	5	5	11	21	13	45	106	174	132	249	205	269	723	4529	4037	4848	
Hunterdon	0.77	2	55	29	RH	NO	4	YES	2	518	NO	5	2	5	12	20	71	80	56	50	164	72	192	428	3054	1530	3688	
Hunterdon	0.77	2	61	22	GP	YES	5	YES	6	350	NO	4	4	8	16	21	58	73	107	71	44	76	119	239	397	619	1052	
Anderson	0.77	5	55	33	GP	YES	2	YES	8	427	YES	2	2	5	9	4	16	46	58	47	74	65	118	257	686	566	1098	
